,Hallmark,Subprocess,GeneSymbol,SpearmanR,raw_pval
63,Autophagy,Autophagy core,WNK1,-0.07648798863125307,0.2916662223622305
64,Autophagy,Autophagy core,CUL4B,-0.05261926077213248,0.4685409249818965
65,Autophagy,Autophagy core,CUL3,-0.09637913031578667,0.18356909790999107
66,Autophagy,Autophagy core,CUL5,-0.05975495948296822,0.41032703292085726
67,Autophagy,Autophagy core,CAPN1,0.23492418165043474,0.00103816534657766
68,Autophagy,Autophagy core,PPP2R2A,0.2794193481220098,8.675451160342975e-05
69,Autophagy,Autophagy core,CISD2,0.07695966300485632,0.2886920424195692
70,Autophagy,Autophagy core,GOLGA2,-0.2630121603251498,0.00022806595077540533
71,Autophagy,Autophagy core,UCP2,0.5165682600871254,1.7241768859753034e-14
72,Autophagy,Autophagy core,C9orf72,0.4014009094291211,7.919365456543966e-09
73,Autophagy,Autophagy core,HERC1,0.16589486006081428,0.021467819613899583
74,Autophagy,Autophagy core,MST1,0.23955960383143787,0.0008180186065118278
75,Autophagy,Autophagy core,MAPK8,0.15504049041654008,0.0317712543465122
76,Autophagy,Autophagy core,MCOLN3,0.14368312387591267,0.04678296557741983
77,Autophagy,Autophagy core,DRAM1,-0.5313848080093501,2.195721477222796e-15
78,Autophagy,Autophagy core,HDAC1,0.28781424787104687,5.1653027169283176e-05
79,Autophagy,Autophagy core,HDAC2,0.5703994347900632,5.799145561762157e-18
80,Autophagy,Autophagy core,TBK1,-0.2156429033197626,0.002665013615963787
81,Autophagy,Autophagy core,NOX4,-0.002724065227935965,0.970086863109126
82,Autophagy,Autophagy core,DAPK1,0.4944351986879068,3.1280403045642864e-13
83,Autophagy,Autophagy core,DAPK2,-0.05971720083791442,0.4106233973632726
84,Autophagy,Autophagy core,CAST,-0.627462474697975,2.0686312423483335e-22
85,Autophagy,Autophagy core,PDCD6IP,-0.36488666748110377,1.9553208391264038e-07
86,Autophagy,Autophagy core,PICALM,-0.45224292259347326,4.5479415424517226e-11
87,Autophagy,Autophagy core,SMURF1,0.0049710535422616085,0.9454420934913429
88,Autophagy,Autophagy core,SCOC,-0.21802152684382914,0.002382346985229383
89,Autophagy,Autophagy core,WAC,-0.10749330734719266,0.13779616405423423
90,Autophagy,Autophagy core,MYO6,0.01419032506316417,0.845116785511442
91,Autophagy,Autophagy core,PIM2,0.7289591870490373,4.2185391965238265e-33
92,Autophagy,Autophagy core,DYNLL1,0.007587280373609554,0.9168142865615523
93,Autophagy,Autophagy core,IRGM,-0.22279702459544337,0.0018954468404562127
94,Autophagy,Autophagy core,ABL2,-0.23184268082170167,0.0012133164156423574
95,Autophagy,Autophagy core,ABL1,-0.008575721065356345,0.9060241622424282
96,Autophagy,Autophagy core,TMEM59,-0.4564671922068883,2.847000101759491e-11
97,Autophagy,Autophagy core,EI24,0.04269383172393268,0.5565401877306668
98,Autophagy,Autophagy core,MTDH,-0.313006074656152,9.85165708465462e-06
99,Autophagy,Autophagy core,EVA1A,-0.2369392181573551,0.0009365218761758325
100,Autophagy,Autophagy core,SUPT20H,0.17118545015916908,0.017592863228599404
101,Autophagy,Autophagy core,DAPK3,0.019858999056963245,0.7845423400297268
102,Autophagy,Autophagy core,TMEM74,0.4244167356040658,8.516153313289195e-10
103,Autophagy,Autophagy core,TM9SF1,-0.19050459360579544,0.008126804987848402
104,Autophagy,Autophagy core,ZFYVE1,-0.09961233186878121,0.16923151184483085
105,Autophagy,Autophagy core,HDAC10,-0.02392865237113107,0.7418177012380646
106,Autophagy,Autophagy core,SNAP29,-0.12024510461715655,0.09664953046006344
107,Autophagy,Autophagy core,PXN,-0.16454145329146774,0.022570229634228174
108,Autophagy,Autophagy core,TGM2,-0.23980052312175038,0.0008078471598893869
109,Autophagy,Autophagy core,STUB1,0.08106266121538104,0.26367678145143236
110,Autophagy,Autophagy core,PMAIP1,0.619754046239523,9.332895935112553e-22
111,Autophagy,Autophagy core,PCM1,0.09330304243222559,0.19802026568047032
112,Autophagy,Autophagy core,RAB3GAP1,-0.23274495200126605,0.0011594168104180243
113,Autophagy,Autophagy core,RAB18,-0.2817956943084932,7.503611494140026e-05
114,Autophagy,Autophagy core,CFTR,0.3064323239010245,1.5407810472432734e-05
115,Autophagy,Autophagy core,TP53INP1,-0.3169244114978024,7.507952162650486e-06
116,Autophagy,Autophagy core,TRIM13,0.015625696337001296,0.8296774383607032
117,Autophagy,Autophagy core,RAB11A,-0.04408825081962309,0.5437109786053913
118,Autophagy,Autophagy core,RAB23,-0.22337597350803565,0.0018430384052084503
119,Autophagy,Autophagy core,RAB1A,-0.3036552642497575,1.855273886283861e-05
120,Autophagy,Autophagy core,RAB5A,0.01361609234615336,0.8513103452023978
121,Autophagy,Autophagy core,RAB8B,0.0432548191350895,0.5513613147572329
122,Autophagy,Autophagy core,RAB1B,0.013349987557110901,0.8541836108065739
123,Autophagy,Autophagy core,RAB7A,-0.31271898837174517,1.0048207956070642e-05
124,Autophagy,Autophagy core,RAB5B,-0.13968857562178372,0.053306763102467555
125,Autophagy,Autophagy core,RAB5C,-0.2367251544635609,0.0009468682361961181
126,Autophagy,Autophagy core,RAB32,-0.46774547216035933,7.89600932589267e-12
127,Autophagy,Autophagy core,RAB24,-0.13782401422823892,0.056600569823264155
128,Autophagy,Autophagy core,RAB8A,0.19720785481420286,0.006111728769805679
129,Autophagy,Autophagy core,RAB11B,0.166044315284066,0.021348982201460188
130,Autophagy,Autophagy core,RAB33B,0.1064271673061559,0.1417665161213103
131,Autophagy,Autophagy core,RAB9A,-0.1990057259722191,0.005653466968147091
132,Autophagy,Autophagy core,RAB25,0.6417980788185885,1.1193046746640084e-23
133,Autophagy,Autophagy core,RAB4A,-0.11753604992565032,0.10445585936414258
134,Autophagy,Autophagy core,RAB4B,0.056763670293089645,0.4341938959363566
135,Autophagy,Autophagy core,USP25,0.07475402743452982,0.302774935025166
136,Autophagy,Autophagy core,U2AF1,0.066064832792446,0.3625912597841551
137,Autophagy,Autophagy core,USP8,-0.10265385283862008,0.15652065078048183
138,Autophagy,Autophagy core,USP7,-0.00032809861075068345,0.9963963023122735
139,Autophagy,Autophagy core,USP11,0.30514257273396345,1.6799910059079924e-05
140,Autophagy,Autophagy core,USP10,0.15744632083398422,0.029182264283846637
141,Autophagy,Autophagy core,PIK3AP1,-0.03960386470320906,0.5854799274692275
142,Autophagy,Autophagy core,TSKS,0.06739834111055029,0.35296312790645257
143,Autophagy,Autophagy core,NRBP2,-0.018688022304098967,0.7969623469122806
144,Autophagy,Autophagy core,NEK9,-0.2396107689879852,0.0008158486412378557
145,Autophagy,Autophagy core,NME4,0.29165928241888395,4.0508924162087154e-05
146,Autophagy,Autophagy core,IKBKB,-0.05402735491667944,0.456706925112188
147,Autophagy,Autophagy core,LIMK1,0.10431713042616457,0.14988060499251632
148,Autophagy,Autophagy core,GLYCTK,0.22053247399670567,0.0021137435766391166
149,Autophagy,Autophagy core,PRKACA,-0.2673276479297214,0.00017792075823360094
150,Autophagy,Autophagy core,ALPK2,-0.5443026410492967,3.347969472365924e-16
151,Autophagy,Autophagy core,ACVR2B,0.726552207842668,8.587518321757734e-33
152,Autophagy,Autophagy core,MARK4,-0.016304241539376846,0.8224010437997835
153,Autophagy,Autophagy core,MAP3K1,0.318218475401763,6.85785940810964e-06
154,Autophagy,Autophagy core,NUAK1,0.2246063145061429,0.001736023478804713
155,Autophagy,Autophagy core,PRDX5,-0.054136270773862766,0.4557985636010383
156,Autophagy,Autophagy core,PRKDC,0.2837642859729973,6.64707011264272e-05
157,Autophagy,Autophagy core,AK7,0.3009791547659821,2.2149853615501235e-05
158,Autophagy,Autophagy core,PRKCE,-0.41203133881480414,2.8872297515727174e-09
159,Autophagy,Autophagy core,CDC42SE2,0.13706319464109798,0.057992012540968814
160,Autophagy,Autophagy core,MAPK4,0.0843279035714672,0.2448602740752172
161,Autophagy,Autophagy core,TIE1,0.004785877163681021,0.9474714544600378
162,Autophagy,Autophagy core,SKAP1,0.20754084460843777,0.0038707211882495363
163,Autophagy,Autophagy core,CLK3,-0.21726602204486892,0.002469029247312368
164,Autophagy,Autophagy core,DGKB,0.13268080732502918,0.06656595054045135
165,Autophagy,Autophagy core,CHKA,0.3983876604280822,1.0474459662924973e-08
166,Autophagy,Autophagy core,BMX,-0.17126271071851523,0.017541108223265885
167,Autophagy,Autophagy downregulators,ATF5,-0.19126832667813698,0.00787070879385282
168,Autophagy,Autophagy downregulators,KEAP1,0.09204281896465565,0.20417312824978173
169,Autophagy,Autophagy downregulators,NR1H4,-0.1119418814292877,0.12214173674342517
170,Autophagy,Autophagy downregulators,STAT1,-0.36378796983927303,2.1405503743632617e-07
171,Autophagy,Autophagy downregulators,ZKSCAN3,0.1805219834220323,0.01222188514421183
172,Autophagy,Autophagy upregulators,ATF2,-0.10076728582680365,0.16431728114511507
173,Autophagy,Autophagy upregulators,ATF3,-0.028710936408662974,0.6926111051312094
174,Autophagy,Autophagy upregulators,ATF4,0.14743931320608836,0.041270178593896784
175,Autophagy,Autophagy upregulators,ATF6,-0.24168666357579904,0.0007321497139462596
176,Autophagy,Autophagy upregulators,CREB1,0.09465648932331915,0.1915633325737341
177,Autophagy,Autophagy upregulators,CRTC2,0.13159197951326393,0.06884963208640586
178,Autophagy,Autophagy upregulators,DDIT3,-0.20181378881091094,0.004999041733398624
179,Autophagy,Autophagy upregulators,E2F1,0.2712435008549258,0.00014151304057443656
180,Autophagy,Autophagy upregulators,EIF2A,-0.10577078964075157,0.14425389996312132
181,Autophagy,Autophagy upregulators,EPAS1,-0.5549473192435387,6.681454971237567e-17
182,Autophagy,Autophagy upregulators,ESR2,0.12350640601934927,0.08787404176855021
183,Autophagy,Autophagy upregulators,FOXO1,0.385821037334039,3.263680260961925e-08
184,Autophagy,Autophagy upregulators,FOXO3,-0.2279879086916843,0.001470434384663634
185,Autophagy,Autophagy upregulators,HEY2,0.5810396442402889,9.987237691466305e-19
186,Autophagy,Autophagy upregulators,HSF1,-0.03522757831694319,0.6276119528858521
187,Autophagy,Autophagy upregulators,LMX1A,-0.04736907713857596,0.5141138176220716
188,Autophagy,Autophagy upregulators,LMX1B,-0.33384493322593356,2.2214463651077582e-06
189,Autophagy,Autophagy upregulators,MAPK1,-0.2386917393211222,0.0008556442708880648
190,Autophagy,Autophagy upregulators,MAPK3,0.1258084201229624,0.0820726814450826
191,Autophagy,Autophagy upregulators,MEF2A,-0.44372289128422715,1.1474191014227143e-10
192,Autophagy,Autophagy upregulators,NACC1,0.3059299328938966,1.5936570720119514e-05
193,Autophagy,Autophagy upregulators,NFE2L1,0.012631796513901311,0.8619477549495206
194,Autophagy,Autophagy upregulators,NFE2L2,-0.5440287395467195,3.487109893036956e-16
195,Autophagy,Autophagy upregulators,NRF1,0.027726346569891123,0.7026451826823864
196,Autophagy,Autophagy upregulators,PPARA,-0.009313719678755905,0.8979790373174499
197,Autophagy,Autophagy upregulators,PPARG,-0.25743749613731964,0.00031237476645156484
198,Autophagy,Autophagy upregulators,PPARGC1A,0.09971106683388249,0.1688071757803039
199,Autophagy,Autophagy upregulators,PPARGC1B,0.3218208745105756,5.3177701904132765e-06
200,Autophagy,Autophagy upregulators,RARA,-0.076805486408888,0.2896619759146382
201,Autophagy,Autophagy upregulators,RELB,-0.012231793393431853,0.8662778607397539
202,Autophagy,Autophagy upregulators,SIRT2,-0.418985171600916,1.463620787586933e-09
203,Autophagy,Autophagy upregulators,SIRT4,0.10742404499421998,0.13805148930453368
204,Autophagy,Autophagy upregulators,SIRT5,0.1635841488335364,0.023379166598188346
205,Autophagy,Autophagy upregulators,SIRT6,-0.02636937447673499,0.7165586038192143
206,Autophagy,Autophagy upregulators,SIRT7,0.16270359359545108,0.024145171323507214
207,Autophagy,Autophagy upregulators,SOX2,0.7014378677609553,9.322345474514469e-30
208,Autophagy,Autophagy upregulators,SP1,0.020137060770255507,0.7816009212953365
209,Autophagy,Autophagy upregulators,TFEC,-0.00016577159568113346,0.9981792296672869
210,Autophagy,Autophagy upregulators,TNFAIP3,-0.2585968222562201,0.00029276053767161343
211,Autophagy,Autophagy upregulators,XBP1,0.00500350593476817,0.9450864812334605
212,Autophagy,Autophagy upregulators,ZEB1,-0.8174755825711962,2.1057609524777315e-47
213,Autophagy,Docking and fusion,VAMP3,-0.3379622184873533,1.6333944421250378e-06
214,Autophagy,Docking and fusion,STX17,0.014442271921006602,0.8424023081080179
215,Autophagy,Docking and fusion,YKT6,0.0015791660116485037,0.9826563988009779
216,Autophagy,Docking and fusion,VTI1A,0.0050478122000192005,0.9446009921665817
217,Autophagy,Docking and fusion,VPS33A,0.28805693844787106,5.087200462124244e-05
218,Autophagy,Docking and fusion,VPS41,-0.11651601914283644,0.10752076148641951
219,Autophagy,Docking and fusion,VPS16,-0.07328715075884326,0.3123877217251496
220,Autophagy,Docking and fusion,VPS39,-0.10173469780465004,0.16028375279792056
221,Autophagy,Docking and fusion,VPS18,0.14856304319414296,0.03973108111158963
222,Autophagy,Docking and fusion,EPG5,-0.244644333719421,0.000626506646339494
223,Autophagy,Docking and fusion,GORASP2,-0.06594782076088737,0.3634438204616053
224,Autophagy,Docking and fusion,BIRC6,-0.2608383955467933,0.00025804172878381095
225,Autophagy,Docking and fusion,RUFY4,0.13444686384163407,0.06299375097639774
226,Autophagy,Docking and fusion,ARL8B,-0.2212204882986483,0.0020451168497617744
227,Autophagy,Docking and fusion,RAB20,0.36868103359061105,1.4267125129599403e-07
228,Autophagy,Docking and fusion,RAB39A,0.5358441356962089,1.1575776357438895e-15
229,Autophagy,Lysosome,CTSK,-0.5909621270298776,1.826136765517983e-19
230,Autophagy,Lysosome,CTSS,-0.3243692376480427,4.433311443742969e-06
231,Autophagy,Lysosome,PPT1,0.14235378473945276,0.048875737282707325
232,Autophagy,Lysosome,ASAH1,-0.1337411962072473,0.06440177738893753
233,Autophagy,Lysosome,GALNS,-0.08998004186422286,0.21454009585414188
234,Autophagy,Lysosome,GM2A,-0.020120426858782414,0.7817767930419607
235,Autophagy,Lysosome,GNS,-0.4171512240963901,1.7534687099738917e-09
236,Autophagy,Lysosome,GUSB,0.12063940072338536,0.09555297788146452
237,Autophagy,Lysosome,HEXA,-0.3338212452359098,2.225351363183281e-06
238,Autophagy,Lysosome,HEXB,-0.38573047454077636,3.289956798984584e-08
239,Autophagy,Lysosome,IDS,-0.27479840361553715,0.00011460870546801744
240,Autophagy,Lysosome,LGMN,0.10391732702627232,0.15145687783943884
241,Autophagy,Lysosome,PLBD2,-0.33469728480731964,2.085199571025723e-06
242,Autophagy,Lysosome,SGSH,-0.11479851398660752,0.11284051485131574
243,Autophagy,Lysosome,SMPD1,-0.6148988605064133,2.3602381334262984e-21
244,Autophagy,Lysosome,ABCA2,-0.21900990297557998,0.0022731207902785544
245,Autophagy,Lysosome,ABCA5,-0.07814766878802386,0.2812911127357305
246,Autophagy,Lysosome,ABCB9,0.09137209699778438,0.20750355000142492
247,Autophagy,Lysosome,AP1G1,-0.19152756402571147,0.007785425680991819
248,Autophagy,Lysosome,AP3B1,-0.11462945213102003,0.11337509673834752
249,Autophagy,Lysosome,ARL8A,0.12603592824721382,0.08151647071517612
250,Autophagy,Lysosome,CCZ1,0.12961883996950885,0.07315058364332062
251,Autophagy,Lysosome,CLCN5,0.12923091338668036,0.07402129600593334
252,Autophagy,Lysosome,CLCN6,0.1363407496048435,0.05933925850141959
253,Autophagy,Lysosome,CLCN7,-0.03175764920239943,0.6619056025376564
254,Autophagy,Lysosome,CLN5,-0.2504187766129922,0.0004596495945580026
255,Autophagy,Lysosome,CTNS,-0.009481056020496075,0.8961562740587855
256,Autophagy,Lysosome,DAB2,-0.4830933697294349,1.2763736122008835e-12
257,Autophagy,Lysosome,DNAJC5,0.03068591831476896,0.6726458341298851
258,Autophagy,Lysosome,GAA,-0.056907779609302184,0.4330261421686511
259,Autophagy,Lysosome,GPR137B,-0.15887246691143642,0.02773426816376844
260,Autophagy,Lysosome,HGSNAT,-0.43779097966199554,2.152996524644536e-10
261,Autophagy,Lysosome,LAMP2,-0.36972612198967636,1.307148186906391e-07
262,Autophagy,Lysosome,LAMP3,0.12814144346151615,0.07651166426944375
263,Autophagy,Lysosome,LITAF,0.15543902285041117,0.03132934129531214
264,Autophagy,Lysosome,LMBRD1,-0.010109688425495079,0.8893136343054726
265,Autophagy,Lysosome,MCOLN1,-0.17839540704689447,0.013298668178234621
266,Autophagy,Lysosome,MFSD8,0.08951986414571135,0.2169033088526443
267,Autophagy,Lysosome,MYO7A,0.15177069142874466,0.03560123273527068
268,Autophagy,Lysosome,NCSTN,-0.05598182545933535,0.4405607593908565
269,Autophagy,Lysosome,PI4K2A,0.15382658898093163,0.03315009902464066
270,Autophagy,Lysosome,PLD1,-0.26424190095750744,0.00021257763088279897
271,Autophagy,Lysosome,PSEN1,-0.16446012573204719,0.022638001803857433
272,Autophagy,Lysosome,RAB14,-0.319978170134604,6.05911821395377e-06
273,Autophagy,Lysosome,RILP,0.036892489814547715,0.6114307508069078
274,Autophagy,Lysosome,RNF13,-0.1191008053642032,0.09988848301321654
275,Autophagy,Lysosome,SCARB2,-0.4195783831176331,1.3802114299577825e-09
276,Autophagy,Lysosome,SIDT2,-0.18826443328156134,0.00892117688132542
277,Autophagy,Lysosome,SLC11A2,0.09178694805784172,0.20543905548531077
278,Autophagy,Lysosome,SLC15A3,0.2847627901175759,6.248561565855781e-05
279,Autophagy,Lysosome,SLC17A5,-0.3612861585472555,2.6271502174381156e-07
280,Autophagy,Lysosome,SLC29A3,0.0817339587034593,0.25972970153987385
281,Autophagy,Lysosome,SLC36A1,-0.045263874511561435,0.5330094129605926
282,Autophagy,Lysosome,SPHK2,0.14229026240819345,0.04897766114442627
283,Autophagy,Lysosome,STARD3,0.1967260895075751,0.006240035761544839
284,Autophagy,Lysosome,STX7,-0.11331710571938078,0.1175923750509733
285,Autophagy,Lysosome,TMEM192,0.02217627265143201,0.7601266790892562
286,Autophagy,Lysosome,TMEM9,0.30872486662439846,1.3198657188762016e-05
287,Autophagy,Lysosome,TPCN1,-0.1357912684472362,0.06038111721691454
288,Autophagy,Lysosome,TPCN2,0.14989898920655084,0.037964477078752425
289,Autophagy,Lysosome,TSPAN1,0.09105491979565992,0.20909201502871708
290,Autophagy,Lysosome,VPS35,-0.30336817796535065,1.8910395388239958e-05
291,Autophagy,Lysosome,ZNRF2,0.25971911358430544,0.00027486864890803315
292,Autophagy,Lysosome,TRIM23,-0.014955136690928711,0.8368824686648016
293,Autophagy,Lysosome,ACP2,-0.11381234034513957,0.11598679410244019
294,Autophagy,Lysosome,ACP5,0.22562343177285812,0.0016518687599850993
295,Autophagy,Lysosome,ADA,-0.37478773306681756,8.517541612166425e-08
296,Autophagy,Lysosome,AGA,-0.06658009272314688,0.3588518274987986
297,Autophagy,Lysosome,ARSB,-0.3184720533977454,6.736893746672991e-06
298,Autophagy,Lysosome,ARSD,-0.1473714682340834,0.04136468324135349
299,Autophagy,Lysosome,ARSG,-0.26496924357741275,0.00020388403074032908
300,Autophagy,Lysosome,BCL10,-0.3472513671532546,8.028954980021327e-07
301,Autophagy,Lysosome,CHID1,-0.14001726911618104,0.05274291534816241
302,Autophagy,Lysosome,CHIT1,-0.04736907713857596,0.5141138176220716
303,Autophagy,Lysosome,CTBS,-0.3517896602286267,5.627619441033819e-07
304,Autophagy,Lysosome,CTSA,-0.4836450334995973,1.1934128223968518e-12
305,Autophagy,Lysosome,CTSC,0.2899161349245727,4.524679584974499e-05
306,Autophagy,Lysosome,CTSF,-0.2348433077758006,0.0010424486926488433
307,Autophagy,Lysosome,CTSH,0.44798023635263906,7.249107569790095e-11
308,Autophagy,Lysosome,CTSO,-0.35966190101127204,2.9980272800739515e-07
309,Autophagy,Lysosome,DNASE2,-0.1793071225953619,0.012827236270057519
310,Autophagy,Lysosome,DOC2A,0.32863833745798793,3.2566417014559933e-06
311,Autophagy,Lysosome,DRAM2,-0.23836364071037153,0.0008702787870856384
312,Autophagy,Lysosome,EPDR1,-0.0020430973530040286,0.9775623336458517
313,Autophagy,Lysosome,FNBP1,-0.24423202666865396,0.0006403374035821791
314,Autophagy,Lysosome,FUCA1,0.056665445270749584,0.4349908712377838
315,Autophagy,Lysosome,GALC,-0.04481403055032187,0.5370917762670336
316,Autophagy,Lysosome,GGH,0.018047611561697187,0.8037767440760593
317,Autophagy,Lysosome,GLA,0.036844205071204346,0.611897439186222
318,Autophagy,Lysosome,HCK,-0.04400838727465893,0.5444417957461685
319,Autophagy,Lysosome,HPS1,-0.33872223900772513,1.5425123733185085e-06
320,Autophagy,Lysosome,HPS4,0.04520631531893391,0.5335308964340197
321,Autophagy,Lysosome,HPSE,0.060275549747080444,0.40625383299801865
322,Autophagy,Lysosome,HYAL1,0.0816463081447306,0.2602427510677715
323,Autophagy,Lysosome,HYAL2,0.19856000759558043,0.005764114469926977
324,Autophagy,Lysosome,HYAL3,-0.28122558822414173,7.770370748340675e-05
325,Autophagy,Lysosome,IDUA,-0.15793746790812926,0.028676470421069983
326,Autophagy,Lysosome,IFI30,0.09826214661909335,0.17511411609614985
327,Autophagy,Lysosome,ITM2C,0.4076705303587947,4.38633620353109e-09
328,Autophagy,Lysosome,KCNE1,0.2481974684399954,0.0005182495521475053
329,Autophagy,Lysosome,LAMP1,-0.4631932137272773,1.3325269211787406e-11
330,Autophagy,Lysosome,LIPA,-0.2988404382657092,2.5488068186800082e-05
331,Autophagy,Lysosome,LRBA,0.1476866391585729,0.040927200788259364
332,Autophagy,Lysosome,LRP2,0.4751541522050706,3.3135045314570177e-12
333,Autophagy,Lysosome,MAN2B2,-0.3713129925591276,1.1438001656556305e-07
334,Autophagy,Lysosome,MANBA,-0.0452043025451136,0.5335491366945218
335,Autophagy,Lysosome,NAGA,0.00027389863523939083,0.9969916090612718
336,Autophagy,Lysosome,NAGLU,-0.2002193525952229,0.005361761058671619
337,Autophagy,Lysosome,NEU1,0.0390867351643269,0.5903901135169503
338,Autophagy,Lysosome,PCSK9,0.4243263723970133,8.593903081581372e-10
339,Autophagy,Lysosome,PCYOX1,-0.22556779489109485,0.0016563740060677582
340,Autophagy,Lysosome,PRCP,-0.11602387122671041,0.10902457826687546
341,Autophagy,Lysosome,PRDX6,0.27314209344994395,0.00012648599733687993
342,Autophagy,Lysosome,RAB27A,-0.03456080030026148,0.6341430801163441
343,Autophagy,Lysosome,RAMP2,0.5309170368892723,2.3469569993261518e-15
344,Autophagy,Lysosome,RAMP3,0.30751806455992947,1.4321213477586261e-05
345,Autophagy,Lysosome,SIAE,-0.38859065897171247,2.5508914915945036e-08
346,Autophagy,Lysosome,SRC,0.020299341386198967,0.7798856972736324
